,Song,Artist,Date,Streams,Url,Track_Id,Rank,valence
2792,Blanka,PNL,2019-04-05,"4,580,773",https://open.spotify.com/track/295SxdR1DqunCNwd0U767w,295SxdR1DqunCNwd0U767w,193,
2793,Sola,Manuel Turizo,2019-04-05,"4,562,659",https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,675w3ACw5xZR3ODhUJlEVN,194,0.8949873602997294
2794,Pa Olvidarte (feat. Manuel Turizo) - Remix,"ChocQuibTown, Zion & Lennox, Farruko",2019-04-05,"4,562,642",https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX,2ktoFujjJtantyMoVdBJlX,195,
2795,Chang,PNL,2019-04-05,"4,562,549",https://open.spotify.com/track/5n9NAd0Y5OUeOGU0nVtLua,5n9NAd0Y5OUeOGU0nVtLua,196,
2796,We Will Rock You - Remastered,Queen,2019-04-05,"4,538,691",https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,4pbJqGIASGPr0ZpGpnWkDn,197,0.26564923371050675
2797,Young Dumb & Broke,Khalid,2019-04-05,"4,529,277",https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,5Z3GHaZ6ec9bsiI5BenrbY,198,0.9837989630080787
2798,Splashin,Rich The Kid,2019-04-05,"4,521,032",https://open.spotify.com/track/3KLo7ByvjCNyBrfz5DZ2mO,3KLo7ByvjCNyBrfz5DZ2mO,199,
2799,DEUTSCHLAND,Rammstein,2019-04-05,"4,513,596",https://open.spotify.com/track/1T8IRUJBga0JXioJZvxjBR,1T8IRUJBga0JXioJZvxjBR,200,
2800,bad guy,Billie Eilish,2019-04-12,"43,659,589",https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,1,
2801,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,2019-04-12,"36,616,698",https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,6u7jPi22kF8CTQ3rb9DHE7,2,
2802,Boy With Luv (feat. Halsey),BTS,2019-04-12,"31,340,590",https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,5KawlOMHjWeUjQtnuRs22c,3,
2803,Old Town Road,Lil Nas X,2019-04-12,"30,080,138",https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,53CJANUxooaqGOtdsBTh7O,4,
2804,SOS,"Avicii, Aloe Blacc",2019-04-12,"28,587,934",https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,6nDKrPlXdpomGBgAlO7UdP,5,
2805,Con Calma,"Daddy Yankee, Snow",2019-04-12,"26,186,933",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,5w9c2J52mkdntKOmRLeM2m,6,0.5640448537134167
2806,7 rings,Ariana Grande,2019-04-12,"23,499,798",https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,6ocbgoVGwYJhOv1GgI9NsF,7,0.6071684001264578
2807,Sucker,Jonas Brothers,2019-04-12,"22,277,734",https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,4y3OI86AEP6PQoDE6olYhO,8,
2808,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2019-04-12,"22,018,965",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,3KkXRkHbMCARz0aVfEt68P,9,0.7196042779738121
2809,bury a friend,Billie Eilish,2019-04-12,"19,724,627",https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,4SSnFejRGlZikf02HLewEF,10,
2810,Wow.,Post Malone,2019-04-12,"19,056,174",https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,6MWtB6iiXyIwun0YzU6DFP,11,0.7341644490158049
2811,Kill This Love,BLACKPINK,2019-04-12,"18,968,591",https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,4pUCKHjJ4Ijewc37rRrvHn,12,
2812,Shallow,"Lady Gaga, Bradley Cooper",2019-04-12,"18,145,285",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2VxeLyX666F8uXCJ0dZF8B,13,0.6422171663487183
2813,Talk (feat. Disclosure),Khalid,2019-04-12,"17,935,324",https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,6TqXcAFInzjp0bODyvrWEq,14,
2814,Don't Call Me Up,Mabel,2019-04-12,"17,704,582",https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,5WHTFyqSii0lmT9R21abT8,15,0.6134613484733394
2815,wish you were gay,Billie Eilish,2019-04-12,"16,694,253",https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,3Fj47GNK2kUF0uaEDgXLaD,16,
2816,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",2019-04-12,"15,702,075",https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,224EVTFiLsdQignUFLvDeH,17,
2817,HP,Maluma,2019-04-12,"15,445,245",https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,31UjYv5vLsDkzchJOtUMtW,18,
2818,Dancing With A Stranger (with Normani),Sam Smith,2019-04-12,"15,303,025",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,6Qs4SXO9dwPj5GKvVOv8Ki,19,0.8092716364335106
2819,when the party's over,Billie Eilish,2019-04-12,"15,201,243",https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,43zdsphuZLzwA9k4DJhU0I,20,
2820,Calma - Remix,"Pedro Capó, Farruko",2019-04-12,"15,172,875",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,5iwz1NiezX7WWjnCgY5TH4,21,0.12196627883497402
2821,Sweet but Psycho,Ava Max,2019-04-12,"14,703,721",https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,25sgk305KZfyuqVBQIahim,22,0.6449172341502887
2822,Here With Me,"Marshmello, CHVRCHES",2019-04-12,"14,698,724",https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,5icOoE6VgqFKohjWWNp0Ac,23,
2823,Happier,"Marshmello, Bastille",2019-04-12,"14,127,144",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2dpaYNEQHiRxtZbfNsse99,24,0.9004925812877339
2824,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2019-04-12,"13,939,719",https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,1wJRveJZLSb1rjhnUHQiv6,25,0.5644896192481323
2825,Baila Baila Baila,Ozuna,2019-04-12,"13,568,991",https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,7uH27oIt4a6cIFCA8ZPcyG,26,0.5070384393790948
2826,"break up with your girlfriend, i'm bored",Ariana Grande,2019-04-12,"13,489,254",https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,4kV4N9D1iKVxx1KLvtTpjS,27,0.24498650227333818
2827,Let Me Down Slowly,Alec Benjamin,2019-04-12,"13,409,808",https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2qxmye6gAegTMjLKEBoR3d,28,0.4653190817481804
2828,MIDDLE CHILD,J. Cole,2019-04-12,"13,140,884",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2JvzF1RMd7lE3KmFlsyZD8,29,0.8806525345887696
2829,i'm so tired...,"Lauv, Troye Sivan",2019-04-12,"13,118,438",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,7COXchtUOMd6uIT6HvmRaI,30,0.36857603572776154
2830,Without Me,Halsey,2019-04-12,"12,898,771",https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5p7ujcrUXASCNwRaWNHR1C,31,0.6305629929982103
2831,Secreto,"Anuel AA, KAROL G",2019-04-12,"12,731,808",https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,5W83ErFkO3aKAIS1WMi6u0,32,0.23924671887969173
2832,Mikrokosmos,BTS,2019-04-12,"12,651,474",https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC,5hnbE5BF2e8BCk9OMR1UVC,33,
2833,Make It Right,BTS,2019-04-12,"12,389,441",https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH,6KUE0HSSudAp9AOycaF6SH,34,
2834,"thank u, next",Ariana Grande,2019-04-12,"12,280,156",https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,3e9HZxeyfWwjeyPAMmWSSQ,35,0.9331353749855461
2835,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",2019-04-12,"12,013,114",https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,4lzxJ4jCuFDXXGkE1LmpKR,36,
2836,HOME,BTS,2019-04-12,"11,938,652",https://open.spotify.com/track/7lthOBXNue2IvedLRfkod8,7lthOBXNue2IvedLRfkod8,37,
2837,Going Bad (feat. Drake),Meek Mill,2019-04-12,"11,563,113",https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2IRZnDFmlqMuOrYOLnZZyc,38,0.9505540046807596
2838,Te Robaré,"Nicky Jam, Ozuna",2019-04-12,"11,532,767",https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,6v0lAdFF4haL8xjBIUjtOw,39,
2839,Outta My Head (with John Mayer),Khalid,2019-04-12,"11,511,784",https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP,09oZ9eXQ2fo6YDrPzJqAoP,40,
2840,Con Altura,"ROSALÍA, J Balvin, El Guincho",2019-04-12,"11,331,613",https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2qG5sZ7Si6sdK74qLxedYM,41,
2841,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",2019-04-12,"11,307,170",https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,4n7jnSxVLd8QioibtTDBDq,42,
2842,lovely,"Billie Eilish, Khalid",2019-04-12,"11,294,648",https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,1NJcg626wLln4pGHpiV7mf,43,0.9530869910899228
2843,High Hopes,Panic! At The Disco,2019-04-12,"11,163,219",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,1rqqCSm0Qe4I9rUvWncaom,44,0.5065188455255522
2844,all the good girls go to hell,Billie Eilish,2019-04-12,"10,927,438",https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,6IRdLKIyS4p7XNiP8r6rsx,45,
2845,Sanguine Paradise,Lil Uzi Vert,2019-04-12,"10,795,935",https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,3XiNC94b4Tq1xwv70sQJGN,46,
2846,Murder On My Mind,YNW Melly,2019-04-12,"10,720,394",https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,7eBqSVxrzQZtK2mmgRG6lC,47,0.21086637488576354
2847,Better,Khalid,2019-04-12,"10,625,081",https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,6zeeWid2sgw4lap2jV61PZ,48,0.2568745743460713
2848,Dionysus,BTS,2019-04-12,"10,602,014",https://open.spotify.com/track/6JdS5rJvJaRA7B1tcm7kxZ,6JdS5rJvJaRA7B1tcm7kxZ,49,
2849,you should see me in a crown,Billie Eilish,2019-04-12,"10,566,057",https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,3XF5xLJHOQQRbWya6hBp7d,50,
2850,Jamais Vu,BTS,2019-04-12,"10,441,199",https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa,0eeeyCAGnGZInPtpkdYiPa,51,
2851,Tal Vez,Paulo Londra,2019-04-12,"10,412,557",https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0,46lvmzK8wxAy66tjzXXSh0,52,
2852,MONOPOLY (with Victoria Monét),Ariana Grande,2019-04-12,"10,377,091",https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P,6tsOcBnaKgzK22yEiqRh8P,53,
2853,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019-04-12,"10,147,170",https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,4w8niZpiMy6qz1mntFA5uM,54,0.21326422210223261
2854,xanny,Billie Eilish,2019-04-12,"9,927,499",https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY,4QIo4oxwzzafcBWkKjDpXY,55,
2855,my strange addiction,Billie Eilish,2019-04-12,"9,873,067",https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK,3Tc57t9l2O8FwQZtQOvPXK,56,
2856,Someone You Loved,Lewis Capaldi,2019-04-12,"9,806,666",https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2TIlqbIneP0ZY1O0EzYLlc,57,0.17185623974983188
2857,So Am I,Ava Max,2019-04-12,"9,763,722",https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,0uUNN1nSoUx1A4fkDCWDQ7,58,
2858,Bohemian Rhapsody - 2011 Mix,Queen,2019-04-12,"9,592,758",https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,4u7EnebtmKWzUH433cf5Qv,59,
2859,Giant (with Rag'n'Bone Man),Calvin Harris,2019-04-12,"9,494,530",https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,5itOtNx0WxtJmi1TQ3RuRd,60,0.052424620052910376
2860,Pure Water (with Migos),Mustard,2019-04-12,"9,493,705",https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,63cd4JkwGgYJrbOizbfmsp,61,0.8816932690950172
2861,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,2019-04-12,"9,461,862",https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,1WSGTYKLEpKfNQYYW5Oymt,62,
2862,Adan y Eva,Paulo Londra,2019-04-12,"9,425,374",https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,6FyRXC8tJUh863JCkyWqtk,63,0.8557975766827419
2863,Eastside (with Halsey & Khalid),benny blanco,2019-04-12,"9,404,906",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,7FGq80cy8juXBCD2nrqdWU,64,0.36799635378352824
2864,My Bad,Khalid,2019-04-12,"9,341,237",https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb,2XKFnwB6djxrJCjR3PdeRb,65,
2865,MIA (feat. Drake),Bad Bunny,2019-04-12,"9,303,393",https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,116H0KvKr2Zl4RPuVBruDO,66,0.7056661133711196
2866,Better Now,Post Malone,2019-04-12,"9,084,599",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,67,0.5936491799823664
2867,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",2019-04-12,"9,081,870",https://open.spotify.com/track/7ql71hBakyMi0Lxiq3Mugs,7ql71hBakyMi0Lxiq3Mugs,68,
2868,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",2019-04-12,"9,042,958",https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,0s5DNDV6LAKn2u2Ufa3VjQ,69,0.9785766707955259
2869,Te Vi,"Piso 21, Micro TDH",2019-04-12,"8,748,866",https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,059bcIhyc2SBwm6sw2AZzd,70,0.053592607484792665
2870,Intro : Persona,BTS,2019-04-12,"8,745,353",https://open.spotify.com/track/2isSdmQfVv32j2haL6hk9x,2isSdmQfVv32j2haL6hk9x,71,
2871,SICKO MODE,Travis Scott,2019-04-12,"8,513,142",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,72,0.893690108044516
2872,Un Año,"Sebastian Yatra, Reik",2019-04-12,"8,406,268",https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0,2vrpcQNg6itmgVZWsNjWe0,73,
2873,Be Alright,Dean Lewis,2019-04-12,"8,344,889",https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k,2H4gf1wLxvYreMj1jcaN0k,74,
2874,rockstar (feat. 21 Savage),Post Malone,2019-04-12,"8,246,143",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,0e7ipj03S05BNilyu5bRzt,75,0.6323024104852601
2875,Robbery,Juice WRLD,2019-04-12,"8,216,693",https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,6Hj9jySrnFppAI0sEMCZpJ,76,
2876,Girls Like You (feat. Cardi B),Maroon 5,2019-04-12,"8,113,371",https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,7fa9MBXhVfQ8P8Df9OEbD8,77,0.6347232939070291
2877,Look Back at It,A Boogie Wit da Hoodie,2019-04-12,"8,013,038",https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,3Ol2xnObFdKV9pmRD2t9x8,78,0.056213167356165106
2878,Contra La Pared,"Sean Paul, J Balvin",2019-04-12,"7,992,887",https://open.spotify.com/track/3JjaofJ0lCeEsFSZqppzOp,3JjaofJ0lCeEsFSZqppzOp,79,
2879,Saturday Nights,Khalid,2019-04-12,"7,948,075",https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,5kfNriitmkNE8mUbZ7gbq8,80,0.42227877999845176
2880,Please Me,"Cardi B, Bruno Mars",2019-04-12,"7,835,842",https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,0PG9fbaaHFHfre2gUVo7AN,81,0.15715077833143198
2881,Paradise,Bazzi,2019-04-12,"7,781,822",https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,7njKgVl3AnLflRad38o7AG,82,
2882,Amanece,"Anuel AA, Haze",2019-04-12,"7,758,402",https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,1LiN0Z98FkR1t0m8KmLcAH,83,0.6204171795849505
2883,Bad Liar,Imagine Dragons,2019-04-12,"7,630,349",https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2RSHsoi04658QL5xgQVov3,84,0.6170538258375224
2884,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",2019-04-12,"7,603,773",https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,3f5lA8nnc4YYF1qf78WpHw,85,
2885,Lucid Dreams,Juice WRLD,2019-04-12,"7,587,361",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,285pBltuF7vW8TeWk8hdRR,86,0.4001165322590312
2886,Mixed Personalities (feat. Kanye West),YNW Melly,2019-04-12,"7,584,676",https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,6vWEAOUSxohKxhp0K1BsxL,87,
2887,Rolex,"Capital Bra, Summer Cem, KC Rebell",2019-04-12,"7,557,272",https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF,38lQ7lYhN3eSWepnZHaiBF,88,
2888,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2019-04-12,"7,540,686",https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,5JEx7HbmvHQQswJCsoo9rA,89,0.1522669932125411
2889,Esclavo de Tus Besos,"Manuel Turizo, Ozuna",2019-04-12,"7,523,593",https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,3g4UyIcQwutiG0TfW32GnX,90,
2890,SAD!,XXXTENTACION,2019-04-12,"7,390,106",https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,3ee8Jmje8o58CHK66QrVC2,91,0.22739118012706983
2891,Shape of You,Ed Sheeran,2019-04-12,"7,167,638",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,92,0.3245693971509478
2892,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,2019-04-12,"7,134,302",https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp,6ya8ejoKgw906Y8LWclqrp,93,
2893,Sixteen,Ellie Goulding,2019-04-12,"7,101,558",https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd,4PkIDTPGedm0enzdvilLNd,94,
2894,a lot,21 Savage,2019-04-12,"7,100,225",https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,2t8yVaLvJ0RenpXUIAC52d,95,0.688611368519306
2895,i love you,Billie Eilish,2019-04-12,"7,064,740",https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,6CcJMwBtXByIz4zQLzFkKc,96,
2896,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2019-04-12,"7,016,951",https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,78QR3Wp35dqAhFEc2qAGjE,97,0.9361234166870702
2897,Just You and I,Tom Walker,2019-04-12,"6,975,737",https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,03x2rVJRFUrvwlfxoHd9Mo,98,
2898,Thotiana,Blueface,2019-04-12,"6,943,879",https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,3oh6SCCeLuXhFpEyepla6G,99,0.8174037421400622
2899,ilomilo,Billie Eilish,2019-04-12,"6,921,107",https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD,7qEKqBCD2vE5vIBsrUitpD,100,
2900,Moonlight,XXXTENTACION,2019-04-12,"6,892,080",https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,0JP9xo3adEtGSdUEISiszL,101,0.07414628906400189
2901,Walk Me Home,P!nk,2019-04-12,"6,888,020",https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,7DHApOHsIFo7EyfieArYGE,102,
2902,Always Remember Us This Way,Lady Gaga,2019-04-12,"6,877,177",https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,2rbDhOo9Fh61Bbu23T2qCk,103,0.9837249326504204
2903,Youngblood,5 Seconds of Summer,2019-04-12,"6,816,313",https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2iUXsYOEPhVqEBwsqP70rE,104,0.1093139822013337
2904,CHopstix (with Travis Scott),ScHoolboy Q,2019-04-12,"6,728,297",https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,01DOm09B2AbiTARAbXVI6g,105,
2905,Believer,Imagine Dragons,2019-04-12,"6,652,108",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,106,0.8464450384076534
2906,In My Mind,"Dynoro, Gigi D'Agostino",2019-04-12,"6,608,979",https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,0E9ZjEAyAwOXZ7wJC0PD33,107,0.8098583828075171
2907,Don't Stop Me Now - 2011 Mix,Queen,2019-04-12,"6,568,421",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,5T8EDUDqKcs6OSOwEsfqG7,108,0.08082284624644676
2908,listen before i go,Billie Eilish,2019-04-12,"6,397,892",https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE,0tMSssfxAL2oV8Vri0mFHE,109,
2909,Faucet Failure,Ski Mask The Slump God,2019-04-12,"6,378,529",https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,1ThmUihH9dF8EV08ku5AXN,110,
2910,Si Se Da,"Myke Towers, Farruko",2019-04-12,"6,365,281",https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,5KbBGUpIZd6gVFUU8tqYiQ,111,
2911,2002,Anne-Marie,2019-04-12,"6,338,343",https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2BgEsaKNfHUdlh97KmvFyo,112,0.46094280933629905
2912,Cool,Jonas Brothers,2019-04-12,"6,327,779",https://open.spotify.com/track/3QmolSZqjjLksTUvZJ6pPS,3QmolSZqjjLksTUvZJ6pPS,113,
2913,idontwannabeyouanymore,Billie Eilish,2019-04-12,"6,326,999",https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,40T5GIqQ1CegGm2PTEl8Bu,114,0.4111152080224161
2914,Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",2019-04-12,"6,320,911",https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,5N5k9nd479b1xpDZ4usjrg,115,0.22641339753362644
2915,Aullando,"Wisin & Yandel, Romeo Santos",2019-04-12,"6,315,548",https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,7BuHdm4lQqcyG3qTwdkxus,116,
2916,Another One Bites The Dust - Remastered 2011,Queen,2019-04-12,"6,297,024",https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,5vdp5UmvTsnMEMESIF2Ym7,117,0.31874868949975477
2917,I Like It,"Cardi B, Bad Bunny, J Balvin",2019-04-12,"6,272,893",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,58q2HKrzhC3ozto2nDdN4z,118,0.8939854643661789
2918,Perfect,Ed Sheeran,2019-04-12,"6,203,921",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,119,0.4470229443398379
2919,ZEZE (feat. Travis Scott & Offset),Kodak Black,2019-04-12,"6,203,845",https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,0FZ4Dmg8jJJAPJnvBIzD9z,120,0.345461444192124
2920,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,2019-04-12,"6,170,644",https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,6WkJ2OK163XXS2oARUC9JM,121,
2921,Mo Bamba,Sheck Wes,2019-04-12,"6,150,514",https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,1xzBco0xcoJEDXktl7Jxrr,122,0.011101126061136446
2922,Soltera,"Lunay, Chris Jeday, Gaby Music",2019-04-12,"6,148,312",https://open.spotify.com/track/4T4CZ3Q4z3GG7lU720YYhM,4T4CZ3Q4z3GG7lU720YYhM,123,
2923,Envy Me,Calboy,2019-04-12,"6,093,486",https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,05t7JMip6JrLuSrMV5yYjX,124,
2924,Taste (feat. Offset),Tyga,2019-04-12,"5,979,825",https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,5IaHrVsrferBYDm0bDyABy,125,0.016643376829034384
2925,I Like Me Better,Lauv,2019-04-12,"5,972,747",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2P91MQbaiQOfbiz9VqhqKQ,126,0.7816219345953872
2926,Body (feat. brando),Loud Luxury,2019-04-12,"5,967,343",https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,7K7MUBCnzgBAvMVW2RTWNs,127,0.2911014809953528
2927,Say My Name,"David Guetta, Bebe Rexha, J Balvin",2019-04-12,"5,936,422",https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,0YammaEkYSeo9vQYZ1OwS6,128,0.06328946463530782
2928,Psycho (feat. Ty Dolla $ign),Post Malone,2019-04-12,"5,936,047",https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,3swc6WTsr7rl9DqQKQA55C,129,0.3662940647094052
2929,Adictiva,"Daddy Yankee, Anuel AA",2019-04-12,"5,935,612",https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,6MJUCumnQsQEKbCy28tbCP,130,0.560084245483963
2930,Cristina,Sebastian Yatra,2019-04-12,"5,881,056",https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k,703iVQrfbQsXt7Uzgy1h8k,131,
2931,God's Plan,Drake,2019-04-12,"5,863,709",https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,6DCZcSspjsKoFjzjrWoCdn,132,0.8249521000782333
